Date,Time,AM_PM,Temp
2019-12-24,11:00:00,PM,20.519
2019-12-24,11:10:00,PM,20.519
2019-12-24,11:20:00,PM,20.424
2019-12-24,11:30:00,PM,20.424
2019-12-24,11:40:00,PM,20.424
2019-12-24,11:50:00,PM,20.424
2019-12-25,12:00:00,AM,20.424
2019-12-25,12:10:00,AM,20.424
2019-12-25,12:20:00,AM,20.329
2019-12-25,12:30:00,AM,20.329
2019-12-25,12:40:00,AM,20.329
2019-12-25,12:50:00,AM,20.329
2019-12-25,1:00:00,AM,20.329
2019-12-25,1:10:00,AM,20.329
2019-12-25,1:20:00,AM,20.329
2019-12-25,1:30:00,AM,20.234
2019-12-25,1:40:00,AM,20.234
2019-12-25,1:50:00,AM,20.234
2019-12-25,2:00:00,AM,20.234
2019-12-25,2:10:00,AM,20.234
2019-12-25,2:20:00,AM,20.234
2019-12-25,2:30:00,AM,20.234
2019-12-25,2:40:00,AM,20.234
2019-12-25,2:50:00,AM,20.234
2019-12-25,3:00:00,AM,20.234
2019-12-25,3:10:00,AM,20.234
2019-12-25,3:20:00,AM,20.234
2019-12-25,3:30:00,AM,20.234
2019-12-25,3:40:00,AM,20.234
2019-12-25,3:50:00,AM,20.138
2019-12-25,4:00:00,AM,20.234
2019-12-25,4:10:00,AM,20.138
2019-12-25,4:20:00,AM,20.234
2019-12-25,4:30:00,AM,20.138
2019-12-25,4:40:00,AM,20.138
2019-12-25,4:50:00,AM,20.138
2019-12-25,5:00:00,AM,20.138
2019-12-25,5:10:00,AM,20.138
2019-12-25,5:20:00,AM,20.138
2019-12-25,5:30:00,AM,20.138
2019-12-25,5:40:00,AM,20.138
2019-12-25,5:50:00,AM,20.138
2019-12-25,6:00:00,AM,20.138
2019-12-25,6:10:00,AM,20.138
2019-12-25,6:20:00,AM,20.138
2019-12-25,6:30:00,AM,20.138
2019-12-25,6:40:00,AM,20.138
2019-12-25,6:50:00,AM,20.138
2019-12-25,7:00:00,AM,20.138
2019-12-25,7:10:00,AM,20.234
2019-12-25,7:20:00,AM,20.138
2019-12-25,7:30:00,AM,20.234
2019-12-25,7:40:00,AM,20.138
2019-12-25,7:50:00,AM,20.234
2019-12-25,8:00:00,AM,20.138
2019-12-25,8:10:00,AM,20.234
2019-12-25,8:20:00,AM,20.329
2019-12-25,8:30:00,AM,20.329
2019-12-25,8:40:00,AM,20.424
2019-12-25,8:50:00,AM,20.424
2019-12-25,9:00:00,AM,20.424
2019-12-25,9:10:00,AM,20.424
2019-12-25,9:20:00,AM,20.424
2019-12-25,9:30:00,AM,20.424
2019-12-25,9:40:00,AM,20.424
2019-12-25,9:50:00,AM,20.519
2019-12-25,10:00:00,AM,20.519
2019-12-25,10:10:00,AM,20.519
2019-12-25,10:20:00,AM,20.519
2019-12-25,10:30:00,AM,20.424
2019-12-25,10:40:00,AM,20.519
2019-12-25,10:50:00,AM,20.519
2019-12-25,11:00:00,AM,20.519
2019-12-25,11:10:00,AM,20.519
2019-12-25,11:20:00,AM,20.424
2019-12-25,11:30:00,AM,20.424
2019-12-25,11:40:00,AM,20.424
2019-12-25,11:50:00,AM,20.329
2019-12-25,12:00:00,PM,20.329
2019-12-25,12:10:00,PM,20.329
2019-12-25,12:20:00,PM,20.329
2019-12-25,12:30:00,PM,20.329
2019-12-25,12:40:00,PM,20.234
2019-12-25,12:50:00,PM,20.234
2019-12-25,1:00:00,PM,20.234
2019-12-25,1:10:00,PM,20.234
2019-12-25,1:20:00,PM,20.234
2019-12-25,1:30:00,PM,20.234
2019-12-25,1:40:00,PM,20.234
2019-12-25,1:50:00,PM,20.234
2019-12-25,2:00:00,PM,20.234
2019-12-25,2:10:00,PM,20.234
2019-12-25,2:20:00,PM,20.234
2019-12-25,2:30:00,PM,20.234
2019-12-25,2:40:00,PM,20.234
2019-12-25,2:50:00,PM,20.234
2019-12-25,3:00:00,PM,20.234
2019-12-25,3:10:00,PM,20.234
2019-12-25,3:20:00,PM,20.234
2019-12-25,3:30:00,PM,20.234
2019-12-25,3:40:00,PM,20.234
2019-12-25,3:50:00,PM,20.234
2019-12-25,4:00:00,PM,20.234
2019-12-25,4:10:00,PM,20.234
2019-12-25,4:20:00,PM,20.234
2019-12-25,4:30:00,PM,20.234
2019-12-25,4:40:00,PM,20.234
2019-12-25,4:50:00,PM,20.234
2019-12-25,5:00:00,PM,20.234
2019-12-25,5:10:00,PM,20.234
2019-12-25,5:20:00,PM,20.234
2019-12-25,5:30:00,PM,20.234
2019-12-25,5:40:00,PM,20.234
2019-12-25,5:50:00,PM,20.234
2019-12-25,6:00:00,PM,20.234
2019-12-25,6:10:00,PM,20.234
2019-12-25,6:20:00,PM,20.234
2019-12-25,6:30:00,PM,20.234
2019-12-25,6:40:00,PM,20.138
2019-12-25,6:50:00,PM,20.138
2019-12-25,7:00:00,PM,20.138
2019-12-25,7:10:00,PM,20.138
2019-12-25,7:20:00,PM,20.138
2019-12-25,7:30:00,PM,20.138
2019-12-25,7:40:00,PM,20.043
2019-12-25,7:50:00,PM,20.043
2019-12-25,8:00:00,PM,20.043
2019-12-25,8:10:00,PM,20.043
2019-12-25,8:20:00,PM,20.043
2019-12-25,8:30:00,PM,20.043
2019-12-25,8:40:00,PM,20.043
2019-12-25,8:50:00,PM,20.043
2019-12-25,9:00:00,PM,20.043
2019-12-25,9:10:00,PM,20.043
2019-12-25,9:20:00,PM,20.043
2019-12-25,9:30:00,PM,20.043
2019-12-25,9:40:00,PM,20.043
2019-12-25,9:50:00,PM,20.043
2019-12-25,10:00:00,PM,20.043
2019-12-25,10:10:00,PM,19.948
2019-12-25,10:20:00,PM,20.043
2019-12-25,10:30:00,PM,19.948
2019-12-25,10:40:00,PM,19.948
2019-12-25,10:50:00,PM,19.948
2019-12-25,11:00:00,PM,19.948
2019-12-25,11:10:00,PM,19.948
2019-12-25,11:20:00,PM,19.948
2019-12-25,11:30:00,PM,19.948
2019-12-25,11:40:00,PM,19.948
2019-12-25,11:50:00,PM,19.948
2019-12-26,12:00:00,AM,19.948
2019-12-26,12:10:00,AM,19.948
2019-12-26,12:20:00,AM,19.853
2019-12-26,12:30:00,AM,19.853
2019-12-26,12:40:00,AM,19.853
2019-12-26,12:50:00,AM,19.853
2019-12-26,1:00:00,AM,19.853
2019-12-26,1:10:00,AM,19.853
2019-12-26,1:20:00,AM,19.853
2019-12-26,1:30:00,AM,19.853
2019-12-26,1:40:00,AM,19.853
2019-12-26,1:50:00,AM,19.853
2019-12-26,2:00:00,AM,19.853
2019-12-26,2:10:00,AM,19.853
2019-12-26,2:20:00,AM,19.758
2019-12-26,2:30:00,AM,19.758
2019-12-26,2:40:00,AM,19.758
2019-12-26,2:50:00,AM,19.758
2019-12-26,3:00:00,AM,19.758
2019-12-26,3:10:00,AM,19.758
2019-12-26,3:20:00,AM,19.758
2019-12-26,3:30:00,AM,19.758
2019-12-26,3:40:00,AM,19.758
2019-12-26,3:50:00,AM,19.758
2019-12-26,4:00:00,AM,19.758
2019-12-26,4:10:00,AM,19.758
2019-12-26,4:20:00,AM,19.758
2019-12-26,4:30:00,AM,19.758
2019-12-26,4:40:00,AM,19.758
2019-12-26,4:50:00,AM,19.758
2019-12-26,5:00:00,AM,19.758
2019-12-26,5:10:00,AM,19.758
2019-12-26,5:20:00,AM,19.758
2019-12-26,5:30:00,AM,19.758
2019-12-26,5:40:00,AM,19.758
2019-12-26,5:50:00,AM,19.758
2019-12-26,6:00:00,AM,19.758
2019-12-26,6:10:00,AM,19.853
2019-12-26,6:20:00,AM,19.758
2019-12-26,6:30:00,AM,19.853
2019-12-26,6:40:00,AM,19.853
2019-12-26,6:50:00,AM,19.853
2019-12-26,7:00:00,AM,19.853
2019-12-26,7:10:00,AM,19.853
2019-12-26,7:20:00,AM,19.853
2019-12-26,7:30:00,AM,19.853
2019-12-26,7:40:00,AM,19.853
2019-12-26,7:50:00,AM,19.853
2019-12-26,8:00:00,AM,19.853
2019-12-26,8:10:00,AM,19.948
2019-12-26,8:20:00,AM,20.043
2019-12-26,8:30:00,AM,20.043
2019-12-26,8:40:00,AM,20.138
2019-12-26,8:50:00,AM,20.138
2019-12-26,9:00:00,AM,20.138
2019-12-26,9:10:00,AM,20.138
2019-12-26,9:20:00,AM,20.138
2019-12-26,9:30:00,AM,20.138
2019-12-26,9:40:00,AM,20.138
2019-12-26,9:50:00,AM,20.138
2019-12-26,10:00:00,AM,20.138
2019-12-26,10:10:00,AM,20.138
2019-12-26,10:20:00,AM,20.234
2019-12-26,10:30:00,AM,20.234
2019-12-26,10:40:00,AM,20.234
2019-12-26,10:50:00,AM,20.234
2019-12-26,11:00:00,AM,20.234
2019-12-26,11:10:00,AM,20.234
2019-12-26,11:20:00,AM,20.234
2019-12-26,11:30:00,AM,20.329
2019-12-26,11:40:00,AM,20.234
2019-12-26,11:50:00,AM,20.138
2019-12-26,12:00:00,PM,20.138
2019-12-26,12:10:00,PM,20.138
2019-12-26,12:20:00,PM,20.138
2019-12-26,12:30:00,PM,20.043
2019-12-26,12:40:00,PM,20.043
2019-12-26,12:50:00,PM,20.043
2019-12-26,1:00:00,PM,20.043
2019-12-26,1:10:00,PM,20.043
2019-12-26,1:20:00,PM,20.043
2019-12-26,1:30:00,PM,20.043
2019-12-26,1:40:00,PM,20.043
2019-12-26,1:50:00,PM,20.043
2019-12-26,2:00:00,PM,19.948
2019-12-26,2:10:00,PM,19.948
2019-12-26,2:20:00,PM,20.043
2019-12-26,2:30:00,PM,19.948
2019-12-26,2:40:00,PM,19.948
2019-12-26,2:50:00,PM,19.948
2019-12-26,3:00:00,PM,19.948
2019-12-26,3:10:00,PM,19.948
2019-12-26,3:20:00,PM,19.948
2019-12-26,3:30:00,PM,19.948
2019-12-26,3:40:00,PM,19.948
2019-12-26,3:50:00,PM,19.948
2019-12-26,4:00:00,PM,19.948
2019-12-26,4:10:00,PM,19.948
2019-12-26,4:20:00,PM,20.043
2019-12-26,4:30:00,PM,19.948
2019-12-26,4:40:00,PM,19.948
2019-12-26,4:50:00,PM,19.948
2019-12-26,5:00:00,PM,19.948
2019-12-26,5:10:00,PM,20.043
2019-12-26,5:20:00,PM,20.043
2019-12-26,5:30:00,PM,19.948
2019-12-26,5:40:00,PM,19.948
2019-12-26,5:50:00,PM,19.948
2019-12-26,6:00:00,PM,19.948
2019-12-26,6:10:00,PM,19.948
2019-12-26,6:20:00,PM,19.948
2019-12-26,6:30:00,PM,19.948
2019-12-26,6:40:00,PM,19.948
2019-12-26,6:50:00,PM,19.948
2019-12-26,7:00:00,PM,19.948
2019-12-26,7:10:00,PM,19.948
2019-12-26,7:20:00,PM,19.948
2019-12-26,7:30:00,PM,19.948
2019-12-26,7:40:00,PM,19.948
2019-12-26,7:50:00,PM,19.948
2019-12-26,8:00:00,PM,20.043
2019-12-26,8:10:00,PM,20.043
2019-12-26,8:20:00,PM,20.043
2019-12-26,8:30:00,PM,20.043
2019-12-26,8:40:00,PM,20.043
2019-12-26,8:50:00,PM,20.043
2019-12-26,9:00:00,PM,20.043
2019-12-26,9:10:00,PM,20.043
2019-12-26,9:20:00,PM,20.043
2019-12-26,9:30:00,PM,20.043
2019-12-26,9:40:00,PM,20.043
2019-12-26,9:50:00,PM,20.043
2019-12-26,10:00:00,PM,20.043
2019-12-26,10:10:00,PM,20.043
2019-12-26,10:20:00,PM,20.043
2019-12-26,10:30:00,PM,20.043
2019-12-26,10:40:00,PM,20.043
2019-12-26,10:50:00,PM,20.043
2019-12-26,11:00:00,PM,20.043
2019-12-26,11:10:00,PM,20.043
2019-12-26,11:20:00,PM,20.043
2019-12-26,11:30:00,PM,20.043
2019-12-26,11:40:00,PM,20.043
2019-12-26,11:50:00,PM,20.043
2019-12-27,12:00:00,AM,20.043
2019-12-27,12:10:00,AM,19.948
2019-12-27,12:20:00,AM,19.948
2019-12-27,12:30:00,AM,19.948
2019-12-27,12:40:00,AM,20.043
2019-12-27,12:50:00,AM,19.948
2019-12-27,1:00:00,AM,19.948
2019-12-27,1:10:00,AM,19.948
2019-12-27,1:20:00,AM,19.948
2019-12-27,1:30:00,AM,19.948
2019-12-27,1:40:00,AM,19.948
2019-12-27,1:50:00,AM,19.948
2019-12-27,2:00:00,AM,19.948
2019-12-27,2:10:00,AM,19.948
2019-12-27,2:20:00,AM,19.948
2019-12-27,2:30:00,AM,19.948
2019-12-27,2:40:00,AM,19.853
2019-12-27,2:50:00,AM,19.948
2019-12-27,3:00:00,AM,19.948
2019-12-27,3:10:00,AM,19.853
2019-12-27,3:20:00,AM,19.948
2019-12-27,3:30:00,AM,19.853
2019-12-27,3:40:00,AM,19.853
2019-12-27,3:50:00,AM,19.853
2019-12-27,4:00:00,AM,19.948
2019-12-27,4:10:00,AM,19.948
2019-12-27,4:20:00,AM,19.948
2019-12-27,4:30:00,AM,19.948
2019-12-27,4:40:00,AM,19.948
2019-12-27,4:50:00,AM,20.043
2019-12-27,5:00:00,AM,20.043
2019-12-27,5:10:00,AM,20.043
2019-12-27,5:20:00,AM,20.043
2019-12-27,5:30:00,AM,20.043
2019-12-27,5:40:00,AM,20.138
2019-12-27,5:50:00,AM,20.043
2019-12-27,6:00:00,AM,20.138
2019-12-27,6:10:00,AM,20.138
2019-12-27,6:20:00,AM,20.138
2019-12-27,6:30:00,AM,20.138
2019-12-27,6:40:00,AM,20.138
2019-12-27,6:50:00,AM,20.234
2019-12-27,7:00:00,AM,20.234
2019-12-27,7:10:00,AM,20.234
2019-12-27,7:20:00,AM,20.234
2019-12-27,7:30:00,AM,20.329
2019-12-27,7:40:00,AM,20.329
2019-12-27,7:50:00,AM,20.329
2019-12-27,8:00:00,AM,20.329
2019-12-27,8:10:00,AM,20.424
2019-12-27,8:20:00,AM,20.424
2019-12-27,8:30:00,AM,20.519
2019-12-27,8:40:00,AM,20.519
2019-12-27,8:50:00,AM,20.519
2019-12-27,9:00:00,AM,20.615
2019-12-27,9:10:00,AM,20.615
2019-12-27,9:20:00,AM,20.615
2019-12-27,9:30:00,AM,20.615
2019-12-27,9:40:00,AM,20.615
2019-12-27,9:50:00,AM,20.615
2019-12-27,10:00:00,AM,20.615
2019-12-27,10:10:00,AM,20.615
2019-12-27,10:20:00,AM,20.615
2019-12-27,10:30:00,AM,20.615
2019-12-27,10:40:00,AM,20.615
2019-12-27,10:50:00,AM,20.615
2019-12-27,11:00:00,AM,20.615
2019-12-27,11:10:00,AM,20.615
2019-12-27,11:20:00,AM,20.615
2019-12-27,11:30:00,AM,20.615
2019-12-27,11:40:00,AM,20.519
2019-12-27,11:50:00,AM,20.519
2019-12-27,12:00:00,PM,20.424
2019-12-27,12:10:00,PM,20.424
2019-12-27,12:20:00,PM,20.424
2019-12-27,12:30:00,PM,20.424
2019-12-27,12:40:00,PM,20.424
2019-12-27,12:50:00,PM,20.329
2019-12-27,1:00:00,PM,20.424
2019-12-27,1:10:00,PM,20.424
2019-12-27,1:20:00,PM,20.329
2019-12-27,1:30:00,PM,20.329
2019-12-27,1:40:00,PM,20.329
2019-12-27,1:50:00,PM,20.234
2019-12-27,2:00:00,PM,20.329
2019-12-27,2:10:00,PM,20.329
2019-12-27,2:20:00,PM,20.329
2019-12-27,2:30:00,PM,20.329
2019-12-27,2:40:00,PM,20.234
2019-12-27,2:50:00,PM,20.234
2019-12-27,3:00:00,PM,20.234
2019-12-27,3:10:00,PM,20.234
2019-12-27,3:20:00,PM,20.234
2019-12-27,3:30:00,PM,20.234
2019-12-27,3:40:00,PM,20.234
2019-12-27,3:50:00,PM,20.234
2019-12-27,4:00:00,PM,20.234
2019-12-27,4:10:00,PM,20.234
2019-12-27,4:20:00,PM,20.234
2019-12-27,4:30:00,PM,20.234
2019-12-27,4:40:00,PM,20.138
2019-12-27,4:50:00,PM,20.138
2019-12-27,5:00:00,PM,20.138
2019-12-27,5:10:00,PM,20.138
2019-12-27,5:20:00,PM,20.138
2019-12-27,5:30:00,PM,20.138
2019-12-27,5:40:00,PM,20.043
2019-12-27,5:50:00,PM,20.043
2019-12-27,6:00:00,PM,20.043
2019-12-27,6:10:00,PM,20.043
2019-12-27,6:20:00,PM,20.043
2019-12-27,6:30:00,PM,20.043
2019-12-27,6:40:00,PM,19.948
2019-12-27,6:50:00,PM,20.043
2019-12-27,7:00:00,PM,19.948
2019-12-27,7:10:00,PM,19.948
2019-12-27,7:20:00,PM,19.948
2019-12-27,7:30:00,PM,19.948
2019-12-27,7:40:00,PM,19.948
2019-12-27,7:50:00,PM,19.948
2019-12-27,8:00:00,PM,19.948
2019-12-27,8:10:00,PM,19.853
2019-12-27,8:20:00,PM,19.853
2019-12-27,8:30:00,PM,19.853
2019-12-27,8:40:00,PM,19.853
2019-12-27,8:50:00,PM,19.853
2019-12-27,9:00:00,PM,19.853
2019-12-27,9:10:00,PM,19.853
2019-12-27,9:20:00,PM,19.853
2019-12-27,9:30:00,PM,19.853
2019-12-27,9:40:00,PM,19.853
2019-12-27,9:50:00,PM,19.853
2019-12-27,10:00:00,PM,19.758
2019-12-27,10:10:00,PM,19.758
2019-12-27,10:20:00,PM,19.758
2019-12-27,10:30:00,PM,19.758
2019-12-27,10:40:00,PM,19.758
2019-12-27,10:50:00,PM,19.662
2019-12-27,11:00:00,PM,19.662
2019-12-27,11:10:00,PM,19.662
2019-12-27,11:20:00,PM,19.662
2019-12-27,11:30:00,PM,19.662
2019-12-27,11:40:00,PM,19.662
2019-12-27,11:50:00,PM,19.662
2019-12-28,12:00:00,AM,19.662
2019-12-28,12:10:00,AM,19.662
2019-12-28,12:20:00,AM,19.662
2019-12-28,12:30:00,AM,19.662
2019-12-28,12:40:00,AM,19.567
2019-12-28,12:50:00,AM,19.662
2019-12-28,1:00:00,AM,19.567
2019-12-28,1:10:00,AM,19.567
2019-12-28,1:20:00,AM,19.567
2019-12-28,1:30:00,AM,19.567
2019-12-28,1:40:00,AM,19.472
2019-12-28,1:50:00,AM,19.472
2019-12-28,2:00:00,AM,19.567
2019-12-28,2:10:00,AM,19.472
2019-12-28,2:20:00,AM,19.472
2019-12-28,2:30:00,AM,19.472
2019-12-28,2:40:00,AM,19.472
2019-12-28,2:50:00,AM,19.472
2019-12-28,3:00:00,AM,19.472
2019-12-28,3:10:00,AM,19.472
2019-12-28,3:20:00,AM,19.472
2019-12-28,3:30:00,AM,19.472
2019-12-28,3:40:00,AM,19.472
2019-12-28,3:50:00,AM,19.377
2019-12-28,4:00:00,AM,19.377
2019-12-28,4:10:00,AM,19.377
2019-12-28,4:20:00,AM,19.377
2019-12-28,4:30:00,AM,19.377
2019-12-28,4:40:00,AM,19.282
2019-12-28,4:50:00,AM,19.282
2019-12-28,5:00:00,AM,19.282
2019-12-28,5:10:00,AM,19.282
2019-12-28,5:20:00,AM,19.282
2019-12-28,5:30:00,AM,19.282
2019-12-28,5:40:00,AM,19.282
2019-12-28,5:50:00,AM,19.282
2019-12-28,6:00:00,AM,19.282
2019-12-28,6:10:00,AM,19.282
2019-12-28,6:20:00,AM,19.282
2019-12-28,6:30:00,AM,19.282
2019-12-28,6:40:00,AM,19.282
2019-12-28,6:50:00,AM,19.377
2019-12-28,7:00:00,AM,19.377
2019-12-28,7:10:00,AM,19.377
2019-12-28,7:20:00,AM,19.377
2019-12-28,7:30:00,AM,19.377
2019-12-28,7:40:00,AM,19.472
2019-12-28,7:50:00,AM,19.472
2019-12-28,8:00:00,AM,19.472
2019-12-28,8:10:00,AM,19.567
2019-12-28,8:20:00,AM,19.567
2019-12-28,8:30:00,AM,19.662
2019-12-28,8:40:00,AM,19.662
2019-12-28,8:50:00,AM,19.758
2019-12-28,9:00:00,AM,19.758
2019-12-28,9:10:00,AM,19.758
2019-12-28,9:20:00,AM,19.853
2019-12-28,9:30:00,AM,19.853
2019-12-28,9:40:00,AM,19.853
2019-12-28,9:50:00,AM,19.853
2019-12-28,10:00:00,AM,19.853
2019-12-28,10:10:00,AM,19.948
2019-12-28,10:20:00,AM,19.948
2019-12-28,10:30:00,AM,19.948
2019-12-28,10:40:00,AM,19.948
2019-12-28,10:50:00,AM,19.948
2019-12-28,11:00:00,AM,19.948
2019-12-28,11:10:00,AM,19.948
2019-12-28,11:20:00,AM,19.948
2019-12-28,11:30:00,AM,19.948
2019-12-28,11:40:00,AM,19.853
2019-12-28,11:50:00,AM,19.853
2019-12-28,12:00:00,PM,19.853
2019-12-28,12:10:00,PM,19.758
2019-12-28,12:20:00,PM,19.758
2019-12-28,12:30:00,PM,19.758
2019-12-28,12:40:00,PM,19.758
2019-12-28,12:50:00,PM,19.758
2019-12-28,1:00:00,PM,19.758
2019-12-28,1:10:00,PM,19.758
2019-12-28,1:20:00,PM,19.758
2019-12-28,1:30:00,PM,19.758
2019-12-28,1:40:00,PM,19.758
2019-12-28,1:50:00,PM,19.758
2019-12-28,2:00:00,PM,19.758
2019-12-28,2:10:00,PM,19.758
2019-12-28,2:20:00,PM,19.758
2019-12-28,2:30:00,PM,19.758
2019-12-28,2:40:00,PM,19.758
2019-12-28,2:50:00,PM,19.758
2019-12-28,3:00:00,PM,19.758
2019-12-28,3:10:00,PM,19.758
2019-12-28,3:20:00,PM,19.853
2019-12-28,3:30:00,PM,19.758
2019-12-28,3:40:00,PM,19.853
2019-12-28,3:50:00,PM,19.853
2019-12-28,4:00:00,PM,19.853
2019-12-28,4:10:00,PM,19.853
2019-12-28,4:20:00,PM,19.853
2019-12-28,4:30:00,PM,19.758
2019-12-28,4:40:00,PM,19.853
2019-12-28,4:50:00,PM,19.758
2019-12-28,5:00:00,PM,19.853
2019-12-28,5:10:00,PM,19.853
2019-12-28,5:20:00,PM,19.853
2019-12-28,5:30:00,PM,19.758
2019-12-28,5:40:00,PM,19.758
2019-12-28,5:50:00,PM,19.758
2019-12-28,6:00:00,PM,19.758
2019-12-28,6:10:00,PM,19.662
2019-12-28,6:20:00,PM,19.662
2019-12-28,6:30:00,PM,19.662
2019-12-28,6:40:00,PM,19.662
2019-12-28,6:50:00,PM,19.662
2019-12-28,7:00:00,PM,19.662
2019-12-28,7:10:00,PM,19.662
2019-12-28,7:20:00,PM,19.662
2019-12-28,7:30:00,PM,19.662
2019-12-28,7:40:00,PM,19.662
2019-12-28,7:50:00,PM,19.662
2019-12-28,8:00:00,PM,19.567
2019-12-28,8:10:00,PM,19.662
2019-12-28,8:20:00,PM,19.662
2019-12-28,8:30:00,PM,19.662
2019-12-28,8:40:00,PM,19.567
2019-12-28,8:50:00,PM,19.567
2019-12-28,9:00:00,PM,19.567
2019-12-28,9:10:00,PM,19.567
2019-12-28,9:20:00,PM,19.567
2019-12-28,9:30:00,PM,19.567
2019-12-28,9:40:00,PM,19.567
2019-12-28,9:50:00,PM,19.567
2019-12-28,10:00:00,PM,19.567
2019-12-28,10:10:00,PM,19.567
2019-12-28,10:20:00,PM,19.472
2019-12-28,10:30:00,PM,19.472
2019-12-28,10:40:00,PM,19.472
2019-12-28,10:50:00,PM,19.472
2019-12-28,11:00:00,PM,19.472
2019-12-28,11:10:00,PM,19.472
2019-12-28,11:20:00,PM,19.472
2019-12-28,11:30:00,PM,19.472
2019-12-28,11:40:00,PM,19.472
2019-12-28,11:50:00,PM,19.377
2019-12-29,12:00:00,AM,19.377
2019-12-29,12:10:00,AM,19.377
2019-12-29,12:20:00,AM,19.377
2019-12-29,12:30:00,AM,19.377
2019-12-29,12:40:00,AM,19.377
2019-12-29,12:50:00,AM,19.377
2019-12-29,1:00:00,AM,19.377
2019-12-29,1:10:00,AM,19.377
2019-12-29,1:20:00,AM,19.377
2019-12-29,1:30:00,AM,19.282
2019-12-29,1:40:00,AM,19.282
2019-12-29,1:50:00,AM,19.282
2019-12-29,2:00:00,AM,19.282
2019-12-29,2:10:00,AM,19.187
2019-12-29,2:20:00,AM,19.282
2019-12-29,2:30:00,AM,19.187
2019-12-29,2:40:00,AM,19.187
2019-12-29,2:50:00,AM,19.187
2019-12-29,3:00:00,AM,19.187
2019-12-29,3:10:00,AM,19.092
2019-12-29,3:20:00,AM,19.187
2019-12-29,3:30:00,AM,19.092
2019-12-29,3:40:00,AM,19.092
2019-12-29,3:50:00,AM,19.092
2019-12-29,4:00:00,AM,19.092
2019-12-29,4:10:00,AM,19.092
2019-12-29,4:20:00,AM,19.092
2019-12-29,4:30:00,AM,19.092
2019-12-29,4:40:00,AM,19.092
2019-12-29,4:50:00,AM,18.996
2019-12-29,5:00:00,AM,19.092
2019-12-29,5:10:00,AM,18.996
2019-12-29,5:20:00,AM,18.996
2019-12-29,5:30:00,AM,18.996
2019-12-29,5:40:00,AM,18.996
2019-12-29,5:50:00,AM,19.092
2019-12-29,6:00:00,AM,18.996
2019-12-29,6:10:00,AM,18.996
2019-12-29,6:20:00,AM,19.092
2019-12-29,6:30:00,AM,19.092
2019-12-29,6:40:00,AM,19.092
2019-12-29,6:50:00,AM,19.092
2019-12-29,7:00:00,AM,19.092
2019-12-29,7:10:00,AM,19.092
2019-12-29,7:20:00,AM,19.092
2019-12-29,7:30:00,AM,19.092
2019-12-29,7:40:00,AM,19.092
2019-12-29,7:50:00,AM,19.187
2019-12-29,8:00:00,AM,19.187
2019-12-29,8:10:00,AM,19.187
2019-12-29,8:20:00,AM,19.282
2019-12-29,8:30:00,AM,19.282
2019-12-29,8:40:00,AM,19.377
2019-12-29,8:50:00,AM,19.377
2019-12-29,9:00:00,AM,19.377
2019-12-29,9:10:00,AM,19.377
2019-12-29,9:20:00,AM,19.377
2019-12-29,9:30:00,AM,19.377
2019-12-29,9:40:00,AM,19.472
2019-12-29,9:50:00,AM,19.377
2019-12-29,10:00:00,AM,19.472
2019-12-29,10:10:00,AM,19.377
2019-12-29,10:20:00,AM,19.472
2019-12-29,10:30:00,AM,19.377
2019-12-29,10:40:00,AM,19.377
2019-12-29,10:50:00,AM,19.377
2019-12-29,11:00:00,AM,19.377
2019-12-29,11:10:00,AM,19.377
2019-12-29,11:20:00,AM,19.377
2019-12-29,11:30:00,AM,19.377
2019-12-29,11:40:00,AM,19.282
2019-12-29,11:50:00,AM,19.282
2019-12-29,12:00:00,PM,19.187
2019-12-29,12:10:00,PM,19.187
2019-12-29,12:20:00,PM,19.187
2019-12-29,12:30:00,PM,19.187
2019-12-29,12:40:00,PM,19.187
2019-12-29,12:50:00,PM,19.187
2019-12-29,1:00:00,PM,19.187
2019-12-29,1:10:00,PM,19.187
2019-12-29,1:20:00,PM,19.187
2019-12-29,1:30:00,PM,19.187
2019-12-29,1:40:00,PM,19.187
2019-12-29,1:50:00,PM,19.187
2019-12-29,2:00:00,PM,19.092
2019-12-29,2:10:00,PM,19.092
2019-12-29,2:20:00,PM,19.092
2019-12-29,2:30:00,PM,19.092
2019-12-29,2:40:00,PM,19.187
2019-12-29,2:50:00,PM,19.092
2019-12-29,3:00:00,PM,19.187
2019-12-29,3:10:00,PM,19.187
2019-12-29,3:20:00,PM,19.187
2019-12-29,3:30:00,PM,19.187
2019-12-29,3:40:00,PM,19.187
2019-12-29,3:50:00,PM,19.187
2019-12-29,4:00:00,PM,19.282
2019-12-29,4:10:00,PM,19.282
2019-12-29,4:20:00,PM,19.282
2019-12-29,4:30:00,PM,19.282
2019-12-29,4:40:00,PM,19.282
2019-12-29,4:50:00,PM,19.187
2019-12-29,5:00:00,PM,19.187
2019-12-29,5:10:00,PM,19.187
2019-12-29,5:20:00,PM,19.282
2019-12-29,5:30:00,PM,19.187
2019-12-29,5:40:00,PM,19.187
2019-12-29,5:50:00,PM,19.187
2019-12-29,6:00:00,PM,19.187
2019-12-29,6:10:00,PM,19.187
2019-12-29,6:20:00,PM,19.187
2019-12-29,6:30:00,PM,19.187
2019-12-29,6:40:00,PM,19.187
2019-12-29,6:50:00,PM,19.187
2019-12-29,7:00:00,PM,19.187
2019-12-29,7:10:00,PM,19.187
2019-12-29,7:20:00,PM,19.187
