"","kingdom","phylum","class","order","family","genus","species"
"ASV166","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured_bacterium"
"ASV829","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","uncultured_Bacteroidetes"
"ASV339","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Marinicella","gamma_proteobacterium"
"ASV837","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Fuerstia","uncultured_bacterium"
"ASV608","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter","Ilumatobacter_nonamiensis"
"ASV148","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea","uncultured_bacterium"
"ASV438","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gilvibacter","uncultured_bacterium"
"ASV470","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Spirochaeta_isovalerica"
"ASV192","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Vermiphilaceae","uncultured_bacterium"
"ASV29","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus_Actinomarina","marine_metagenome"
"ASV1102","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae","uncultured","uncultured_bacterium"
"ASV405","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_Bacteroidetes"
"ASV485","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae","uncultured_Bacteroidetes"
"ASV324","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulforhopalus","uncultured_delta"
"ASV800","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","uncultured","uncultured_bacterium"
"ASV72","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Coleofasciculaceae","Moorea","Moorea_producens"
"ASV65","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiivirga","uncultured_Flavobacteriaceae"
"ASV628","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured","uncultured_bacterium"
"ASV67","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4_marine_group","uncultured_Flavobacterium"
"ASV611","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","uncultured_Acidobacteriaceae"
"ASV329","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","uncultured","marine_metagenome"
"ASV409","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Agaribacter","Agaribacter_marinus"
"ASV560","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Cryomorpha","uncultured_organism"
"ASV216","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina","Flavobacteriaceae_bacterium"
"ASV468","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","uncultured_Planctomycetales"
"ASV275","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","uncultured_bacterium"
"ASV719","Bacteria","Firmicutes","Bacilli","Entomoplasmatales","type_III","type_III","uncultured_Entomoplasmatales"
"ASV18","Bacteria","Proteobacteria","Gammaproteobacteria","BD72BR169","BD72BR169","BD72BR169","uncultured_Vibrio"
"ASV11","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group","uncultured_Flavobacteriaceae"
"ASV73","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquibacter","uncultured_bacterium"
"ASV656","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","bacterium_BW1SW39-3"
"ASV116","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Pelagicoccus","uncultured_bacterium"
"ASV1020","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","uncultured","uncultured_bacterium"
"ASV493","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Thaumasiovibrio","uncultured_bacterium"
"ASV381","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","uncultured_Oceanibaculum"
"ASV445","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured_bacterium"
"ASV102","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiibacterium","uncultured_bacterium"
"ASV453","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus","uncultured_bacterium"
"ASV1023","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","uncultured","uncultured","uncultured_bacterium"
"ASV1027","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02","marine_metagenome"
"ASV655","Bacteria","Proteobacteria","Gammaproteobacteria","MBAE14","MBAE14","MBAE14","uncultured_bacterium"
"ASV258","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","uncultured_Verrucomicrobiae"
"ASV577","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","uncultured","uncultured_gamma"
"ASV599","Bacteria","Proteobacteria","Gammaproteobacteria","pItb-vmat-80","pItb-vmat-80","pItb-vmat-80","uncultured_bacterium"
"ASV607","Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","uncultured","filamentous_cyanobacterium"
"ASV295","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353_marine_group","UBA10353_marine_group","UBA10353_marine_group","uncultured_deep-sea"
"ASV188","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hellea","uncultured_bacterium"
"ASV1013","Bacteria","Acidobacteriota","Acidobacteriae","PAUC26f","PAUC26f","PAUC26f","uncultured_bacterium"
"ASV207","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured_bacterium"
"ASV604","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncultured_bacterium"
"ASV92","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured","uncultured_bacterium"
"ASV767","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","uncultured","uncultured_Planctomycetaceae"
"ASV594","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_Flavobacterium"
"ASV89","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","uncultured_bacterium"
"ASV126","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Synechococcales_Incertae_Sedis","Schizothrix_LEGE_07164","uncultured_bacterium"
"ASV113","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","marine_metagenome"
"ASV214","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","uncultured_bacterium"
"ASV54","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","uncultured","uncultured_bacterium"
"ASV242","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","Bacteroidetes_bacterium"
"ASV725","Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","uncultured_organism"
"ASV59","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","uncultured_bacterium"
"ASV308","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","uncultured","uncultured_bacterium"
"ASV431","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","Roseibacillus_ponti"
"ASV46","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutimonas","uncultured_bacterium"
"ASV796","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","uncultured","uncultured_Chromatiales"
"ASV827","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","uncultured","metagenome"
"ASV331","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina","uncultured_bacterium"
"ASV913","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Verruc-01","uncultured_bacterium"
"ASV22","Bacteria","Proteobacteria","Gammaproteobacteria","uncultured","uncultured","uncultured","uncultured_bacterium"
"ASV370","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Agaribacterium","uncultured_bacterium"
"ASV217","Bacteria","Cyanobacteria","Cyanobacteriia","Thermosynechococcales","Acaryochloridaceae","Acaryochloris_MBIC11017","uncultured_Acaryochloris"
"ASV956","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Stappiaceae","uncultured_bacterium"
"ASV718","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella","uncultured_bacterium"
"ASV371","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter","uncultured_bacterium"
"ASV552","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","KI89A_clade","KI89A_clade","uncultured_marine"
"ASV153","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","SAR86_clade","SAR86_clade","bacterium_WHC4-9"
"ASV478","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Schleiferiaceae","Schleiferia","uncultured_Bacteroidetes"
"ASV33","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured_bacterium"
"ASV450","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Trichodesmium_IMS101","uncultured_bacterium"
"ASV1028","Bacteria","Proteobacteria","Gammaproteobacteria","NKB5","NKB5","NKB5","uncultured_gamma"
"ASV244","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Portibacter","uncultured_Bacteroidetes"
"ASV676","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","uncultured","uncultured_bacterium"
"ASV537","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","Pseudohongiella","Uncultured_Pseudospirillum"
"ASV8","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","uncultured_bacterium"
"ASV231","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix","uncultured_bacterium"
"ASV657","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","uncultured","uncultured","uncultured_bacterium"
"ASV253","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured","uncultured_bacterium"
"ASV1059","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","uncultured_Bacteroidetes"
"ASV686","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Portibacter","uncultured_bacterium"
"ASV311","Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","uncultured_bacterium"
"ASV241","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","uncultured","uncultured_marine"
"ASV100","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga","uncultured_Flavobacteriaceae"
"ASV82","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","SAR86_clade","SAR86_clade","uncultured_bacterium"
"ASV544","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Unknown_Family","uncultured_bacterium"
"ASV606","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina","Aquimarina_spongiae"
"ASV458","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","BD1-7_clade","uncultured_bacterium"
"ASV1026","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Rivularia_PCC-7116","uncultured_bacterium"
"ASV129","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","uncultured_bacterium"
"ASV122","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319","uncultured_bacterium"
"ASV104","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella","uncultured_bacterium"
"ASV808","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","uncultured","uncultured_bacterium"
"ASV382","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group","uncultured_Flavobacterium"
"ASV766","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","Acrophormium_PCC-7375","uncultured_bacterium"
"ASV98","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319","Stanieria_sp."
"ASV732","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Halioxenophilus","uncultured_bacterium"
"ASV1051","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","uncultured","Rhabdochlamydiaceae_bacterium"
"ASV299","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b_marine_group","uncultured_bacterium"
"ASV333","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis","uncultured_delta"
"ASV592","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Parahaliea","uncultured_bacterium"
"ASV882","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Candidatus_Protochlamydia","Parachlamydiaceae_bacterium"
"ASV536","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Agaribacterium","Cellvibrionaceae_bacterium"
"ASV397","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutimonas","Lutimonas_saemankumensis"
"ASV237","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella","uncultured_bacterium"
